Session,Player,Participant,Condition,Trial,CompletedThrows,Outcome,BallCentroidDistanceAtBrimPlane,BallCentroidDistanceMin,DistanceMiss,LateralMiss,LongitudeMiss,BallSpeedMax,BallAltitudeMax,WristSpeedMax,DispatchDistance,DispatchElbowAltitude
7,2,8,Darkness,8,8,Miss,13.052207382278292,12.005458031245622,8.355458031245622,8.2344,213.7707,5.4098505205943965,74.1873,2.1791819378946395,160.7969,45.61349999999999
7,2,8,Darkness,9,9,Hit,4.576679851158473,2.6850001571822646,0.0,2.3844000000000003,219.97510000000003,5.678970259002624,79.4085,1.1277921028486506,167.8863,
7,2,8,Darkness,10,10,Hit,4.9664887486029805,1.8811110068254848,0.0,2.819700000000001,214.85669999999996,5.58406250289485,76.61529999999999,1.6936328690326334,159.9414,
7,2,8,Daylight,1,11,Miss,8.920997539513174,8.920997539513174,5.270997539513174,3.5093000000000005,218.3192,5.9559308581266315,76.58890000000001,1.0237485948898506,165.02100000000002,
7,2,8,Daylight,2,12,Miss,12.433221407985952,12.433221407985952,8.783221407985952,1.5606999999999998,219.14630000000002,6.0607885965354615,78.77660000000002,1.1410885497919339,169.8967,
7,2,8,Daylight,3,13,Miss,7.106521295261134,5.9446400866663085,2.294640086666309,2.1836,220.81709999999998,5.543953300175047,75.77759999999999,,164.3262,
7,2,8,Daylight,4,14,Miss,8.35805239634211,8.35805239634211,4.708052396342111,0.0,224.4348,6.088640090034054,78.8208,0.8476244875229291,169.31470000000002,
7,2,8,Daylight,5,15,Miss,11.932020633572513,11.932020633572513,8.282020633572515,0.0,227.07909999999998,6.14764978436698,79.75720000000003,,175.4034,
7,2,8,Daylight,6,16,Miss,11.199377151431232,7.394332052322239,3.74433205232224,2.948900000000001,221.4859,5.690811470225056,75.5517,1.2458835727772384,170.7913,
7,2,8,Daylight,7,17,Hit,5.833369352269753,1.1692382459307178,0.0,0.0,221.96060000000003,5.562079523670185,76.8676,1.2554100469311187,172.2778,
7,2,8,Daylight,8,18,Miss,10.22019006330117,5.29589006305834,1.6458900630583404,33.547900000000006,222.49499999999998,5.540703136244236,76.6056,0.6617473045451172,169.1553,
7,2,8,Daylight,9,19,Hit,3.81502435378859,1.6626616964174705,0.0,0.09490000000000043,220.07039999999998,5.503469052365936,76.8935,1.061095066125397,166.3499,
7,2,8,Daylight,10,20,Hit,3.5707210056233696,1.5997461329848537,0.0,0.0,222.31099999999998,5.60747165331038,77.54100000000001,1.1562852043143754,170.8193,
8,1,9,Darkness,1,1,Miss,10.366629973139762,10.366629973139762,6.716629973139763,0.2708000000000004,219.53150000000002,5.809936904966791,85.02190000000003,0.0,183.79860000000002,39.40320000000001
8,1,9,Darkness,2,2,Miss,10.989018167698148,10.989018167698148,7.339018167698149,0.0,217.1688,5.811314364381666,87.25690000000002,0.0,179.8077,39.43220139372825
8,1,9,Darkness,3,3,Miss,16.47683205382637,16.47683205382637,12.826832053826372,11.4665,215.09810000000002,5.589217260526924,83.69520000000001,0.0,177.32150000000001,42.60112984680403
8,1,9,Darkness,4,4,Miss,4.970804720565864,4.970804720565864,1.3208047205658646,0.0,216.1237,5.180247092411478,84.26180000000001,0.0,179.85490000000001,42.17049999999999
8,1,9,Darkness,5,5,Miss,5.421207155237672,5.421207155237672,1.771207155237673,0.0,213.84150000000002,5.034458828627956,80.2075,1.8693608432104099,178.00240000000002,35.6923
8,1,9,Darkness,6,6,Miss,9.02085659236415,9.02085659236415,5.370856592364151,0.0,218.4335,5.675592962006575,83.54860000000001,1.0616547242144814,179.08950000000002,39.834051899827315
8,1,9,Darkness,7,7,Miss,16.797048094531373,16.797048094531373,13.147048094531375,2.8213,215.06950000000003,5.862800697870781,81.39540000000001,1.2332401975662546,171.7781,38.25
8,1,9,Darkness,8,8,Miss,12.65574347440718,11.944653428207952,8.294653428207951,5.133,213.03900000000002,5.052333529153703,78.3154,1.9241449429575226,179.02960000000002,27.743700000000004
8,1,9,Darkness,9,9,Miss,9.340051298039011,6.165897119641235,2.5158971196412354,32.829100000000004,215.45290000000003,5.217665841289062,75.8696,1.2566294427632145,174.12330000000003,46.185300000000026
8,1,9,Darkness,10,10,Miss,8.978202535585837,8.978202535585837,5.328202535585837,1.705,212.3314,5.663172226259092,81.02370000000003,1.3822483124945029,176.50260000000003,36.77200000000002
8,1,9,Daylight,1,11,Miss,7.67418335199258,5.221332168134872,1.5713321681348722,0.9663000000000013,204.953,5.099114999025012,77.09729999999999,1.611316688119871,168.7459,32.50988961290322
8,1,9,Daylight,2,12,Hit,4.1510046241843686,2.8724942808441862,0.0,0.0,207.54299999999998,5.067364862361431,77.1817,1.9271422375756684,171.35000000000002,
8,1,9,Daylight,3,13,Miss,6.912126845624289,6.162883755191226,2.5128837551912264,1.2769000000000013,213.3507,5.23403167558906,77.39829999999998,2.2902327750018556,177.4581,26.682999999999993
8,1,9,Daylight,4,14,Miss,4.045614229013927,2.904186572863388,0.0,0.0,211.3378,5.125981854650952,74.82240000000002,2.2524430801991495,175.687,
8,1,9,Daylight,5,15,Miss,7.18663384137525,5.900745524084233,2.250745524084233,0.8862000000000005,214.4539,5.080183426942209,75.42269999999999,2.222008978909166,174.0886,30.77174000000001
8,1,9,Daylight,6,16,Hit,4.343509024970473,1.1815714324576316,0.0,0.0,212.73139999999998,5.180805192212506,76.11930000000001,2.178536366286041,178.8296,42.20170000000002
8,1,9,Daylight,7,17,Miss,8.195421912262965,6.758014889743882,3.108014889743883,2.9294000000000002,212.62589999999997,5.735138096495596,74.86959999999999,1.9806433031608872,149.0534,33.87633157894736
8,1,9,Daylight,8,18,Miss,13.56883296418671,8.102718087777717,4.4527180877777175,0.0,209.39329999999998,5.098029403138768,74.9032,1.9907142443338524,164.50060000000002,
8,1,9,Daylight,9,19,Hit,3.7908460770651082,2.709308003900643,0.0,0.0,213.19709999999998,5.13921343083352,77.7953,1.684453248868869,175.77679999999998,
8,1,9,Daylight,10,20,Miss,20.63975690990568,20.63975690990568,16.989756909905683,0.0,214.3397,6.007240180521964,79.5007,2.528826979509456,171.81650000000002,25.682699999999997
8,2,10,Darkness,1,1,Miss,11.688156016241408,11.688156016241408,8.038156016241409,3.1125000000000007,222.1306,5.495806485083996,95.19729999999998,2.2679576957764938,189.3021,39.596300000000014
8,2,10,Darkness,2,2,Miss,7.608365263313797,6.263700789469434,2.6137007894694344,5.433000000000001,230.5318,5.648589743403448,94.07740000000001,2.0175116553682364,191.03269999999998,55.37979999999999
8,2,10,Darkness,3,3,Miss,6.571995594185983,6.122462832880246,2.4724628328802467,2.9736000000000002,228.59949999999998,5.411000437272122,95.73940000000002,1.9502843678291684,187.6748,40.015299999999996
8,2,10,Darkness,4,4,Miss,9.06638957358442,9.06638957358442,5.4163895735844205,0.9817000000000009,228.9637,5.900542744585546,93.43120000000002,2.1395368421046115,190.44529999999997,
8,2,10,Darkness,5,5,Miss,9.530947195845764,9.530947195845764,5.880947195845764,1.5077000000000007,222.664,5.6276598450824595,92.1599,2.111792342182752,187.7149,
8,2,10,Darkness,6,6,Miss,5.695784463969843,5.695784463969843,2.0457844639698433,3.1612999999999998,223.9312,5.482141051279544,89.10329999999999,1.9938800254971187,183.161,39.381299999999996
8,2,10,Darkness,7,7,Miss,13.078849983465664,7.756896292332387,4.1068962923323875,5.1778,226.00779999999997,5.441710583334482,88.76259999999999,2.0302656097151788,186.3191,
8,2,10,Darkness,8,8,Miss,5.825314654162457,5.825314654162457,2.1753146541624577,3.4684,218.07449999999997,5.293001275452818,90.58010000000002,1.925173972048764,182.19799999999998,38.91120000000001
8,2,10,Darkness,9,9,Miss,7.765237548201603,5.546953021254103,1.8969530212541033,3.1381000000000006,222.47209999999998,5.298802216989312,93.2869,1.7911310624694088,189.5312,53.5128
8,2,10,Darkness,10,10,Miss,7.728410724722119,6.1308380405944485,2.480838040594449,0.2060000000000004,223.108,5.310694701679753,94.79169999999999,1.8956363105969247,187.595,56.70139999999998
8,2,10,Daylight,1,11,Miss,9.091582168687673,9.091582168687673,5.441582168687673,3.4156000000000004,219.5325,5.938616220634299,91.65809999999999,1.9872757317317433,178.6898,
8,2,10,Daylight,2,12,Hit,4.917956425183129,1.7142557780022638,0.0,6.3356,205.66429824561405,5.508661119874408,90.58270000000002,1.9432692332437727,162.94480000000001,56.64839999999998
8,2,10,Daylight,3,13,Miss,10.83375118137755,10.83375118137755,7.183751181377551,5.933518421052633,199.3733855263158,6.029714645691332,91.9591,2.049331632027057,154.8081,
8,2,10,Daylight,4,14,Miss,8.183736429040211,8.183736429040211,4.533736429040212,6.7734,211.87879999999998,6.039701276996206,90.9538,2.125593864414028,171.525,
8,2,10,Daylight,5,15,Hit,5.627011883762118,0.47628414841256933,0.0,7.766532061068701,200.82430534351144,5.497183288896772,90.63220000000001,2.0798887549603324,158.7557,58.655
8,2,10,Daylight,6,16,Miss,5.031461845229472,5.031461845229472,1.381461845229473,13.4896,203.2764824742268,5.415596985203648,89.721,2.12100979369206,163.1791,
8,2,10,Daylight,7,17,Miss,8.218944842861521,5.234299642741152,1.5842996427411524,24.980500000000003,218.28990000000002,5.379919151092467,88.3725,1.0623265341484345,180.9719,53.98830000000001
8,2,10,Daylight,8,18,Hit,3.0942275433458315,1.1766090850958821,0.0,7.2877,219.71509999999998,5.49515311350325,88.63989999999998,2.102835591859985,174.5766,57.79159999999999
8,2,10,Daylight,9,19,Hit,4.101827387884574,2.1898663659065605,0.0,5.1857000000000015,197.88631655172415,5.384372750997003,91.46869999999998,2.070347858489866,158.2978,
8,2,10,Daylight,10,20,Miss,14.587520899727963,5.970426828125466,2.3204268281254663,4.261833050847458,205.9675118644068,5.509780272444346,87.09729999999999,2.1196916396884165,160.6867,59.891400000000004
9,1,11,Darkness,1,1,Miss,4.450885063669935,4.450885063669935,0.8008850636699352,9.617899999999999,196.7854,5.601464167459495,88.81439999999999,,140.74259999999998,53.3454
9,1,11,Darkness,2,2,Miss,7.050329638392796,7.050329638392796,3.4003296383927966,0.0,196.352,5.7672529797834615,91.4663,,143.8854,54.431799999999996
9,1,11,Darkness,3,3,Miss,7.775847419413521,6.561509200633646,2.9115092006336463,2.4705000000000004,189.3755,5.638688087548531,89.6262,0.0,135.69819999999999,58.34580000000001
9,1,11,Darkness,4,4,Miss,10.984299109183072,7.51748348917375,3.8674834891737504,48.050799999999995,195.2021,5.557701862065497,85.39040000000001,2.069947487270985,146.1634,
9,1,11,Darkness,5,5,Miss,9.149038771368286,9.149038771368286,5.499038771368286,3.9524,198.0621,5.626983025194638,90.09930000000001,2.047142745842483,150.8881,54.62179999999999
9,1,11,Darkness,6,6,Miss,10.19460547789859,8.798284021898818,5.148284021898818,4.905,194.94429999999997,5.5829850975522355,88.7452,1.974933217364667,147.0833,53.453199999999995
9,1,11,Darkness,7,7,Miss,14.437446487173553,14.437446487173553,10.787446487173554,0.0,195.249,6.167445969759508,88.56749999999998,2.114120225567228,140.8801,51.12149999999998
9,1,11,Darkness,8,8,Miss,9.049817429097669,6.435222390096546,2.7852223900965463,0.0,198.7968,5.252208985925393,90.0337,2.000012117977903,151.7645,48.51790000000001
9,1,11,Darkness,9,9,Miss,6.681873277756773,6.143599356240606,2.4935993562406065,5.160000000000001,198.3301,5.054174159383488,94.26879999999998,1.831489257899573,160.5112,63.5467
9,1,11,Darkness,10,10,Miss,9.468965098150912,9.468965098150912,5.818965098150913,2.9265,200.25539999999998,5.375577434222525,91.81869999999999,2.0211408835991898,154.9639,58.248599999999996
9,1,11,Daylight,1,11,Miss,10.67372741313922,10.67372741313922,7.023727413139221,0.0,196.7854,5.873565733107175,91.94109999999998,2.0388820216480745,147.1696,
9,1,11,Daylight,2,12,Miss,21.17843274796317,21.17843274796317,17.528432747963173,0.0,192.6267,6.087115174140758,89.107,2.120237340010776,142.8112,
9,1,11,Daylight,3,13,Miss,9.101460570150257,9.101460570150257,5.451460570150258,3.5608000000000013,200.0855,5.419116993129485,90.39150000000001,2.0120533578835182,151.3831,54.28030000000001
9,1,11,Daylight,4,14,Hit,4.275065626396873,0.7777341854030267,0.0,0.0,201.20700000000002,5.115153551593454,89.75110000000001,1.9616049535505757,160.83560000000003,
9,1,11,Daylight,5,15,Hit,5.289058345301188,1.7331172261098482,0.0,0.0,197.3511,5.115345532625018,88.19200000000001,1.9448372271837326,152.35010000000003,
9,1,11,Daylight,6,16,Miss,7.6898726192311,5.460343844484529,1.81034384448453,0.0,197.3262,5.125535266710793,86.11619999999999,2.0313186867252693,147.81730000000002,53.795500000000004
9,1,11,Daylight,7,17,Miss,9.183032881352442,5.376838510686376,1.7268385106863766,0.8648000000000016,192.6722,5.075035752592524,90.20339999999999,1.9810537755646846,156.15130000000002,53.765740260766506
9,1,11,Daylight,8,18,Miss,9.281984211363447,6.180731488262545,2.5307314882625453,5.6717,197.11450000000002,5.118521570655497,86.92179999999999,1.9834374657014302,156.8925,58.137
9,1,11,Daylight,9,19,Miss,13.3887249377975,8.237817155654769,4.587817155654769,0.04560000000000075,197.59150000000002,5.13062341523401,88.4606,2.000645571266699,155.12890000000002,55.81209999999999
9,1,11,Daylight,10,20,Miss,9.767748894192554,9.767748894192554,6.117748894192554,0.0,201.0269,5.620844337820367,92.3161,2.1522589873181293,159.86190000000002,53.52219999999997
9,2,12,Darkness,1,1,Miss,7.2037461997213645,7.2037461997213645,3.553746199721365,2.264500000000001,222.7261,5.411682575386976,82.1597,2.3901866323227328,182.77980000000002,
9,2,12,Darkness,2,2,Miss,9.410715545058197,8.874064378288,5.224064378288001,5.2147,220.8873,5.451935878283848,79.42120000000001,2.476065926394849,180.157,
9,2,12,Darkness,3,3,Miss,12.03597035764047,10.357047935101972,6.707047935101973,6.434900000000002,216.45770000000002,5.433059781054265,73.3181,2.567441394173767,171.8132,
9,2,12,Darkness,4,4,Miss,10.531133297038837,10.434170891354997,6.784170891354997,6.567100000000001,218.7144,5.559092477617159,77.80390000000001,2.5729301872806123,176.3833,
9,2,12,Darkness,5,5,Miss,6.379675987853936,6.253124763668161,2.603124763668162,4.444000000000002,213.8588,5.181105425503052,74.83650000000002,2.61061833502585,174.1592,
9,2,12,Darkness,6,6,Miss,10.242954989162067,10.088426248925051,6.438426248925052,6.286900000000002,217.93370000000002,5.564905873750997,72.95150000000002,2.7588622854675044,169.438,
9,2,12,Darkness,7,7,Miss,10.78125996115482,10.78125996115482,7.131259961154821,5.718099999999999,223.65949999999998,5.490840298122061,73.01550000000002,2.9043086900670794,174.688,
9,2,12,Darkness,8,8,Miss,8.388107875438896,8.388107875438896,4.738107875438897,2.951100000000001,215.6432,5.407345844100728,72.23289999999999,2.808820399222981,170.8612,
9,2,12,Darkness,9,9,Miss,11.558502528009402,11.558502528009402,7.908502528009403,0.0,215.2184,5.959545067979486,73.58320000000002,2.7003007907557888,166.4144,
9,2,12,Darkness,10,10,Miss,8.804545154066737,6.8168437777317425,3.166843777731743,2.995300000000001,213.7974,5.198943933504575,70.38280000000002,2.716099059090899,172.3865,
9,2,12,Daylight,1,11,Miss,5.209334584186349,5.209334584186349,1.5593345841863497,0.7180000000000009,214.9535,5.137164473509343,77.88220000000001,2.659602925290148,170.128,
9,2,12,Daylight,2,12,Miss,6.97125925855581,6.97125925855581,3.321259258555811,1.198100000000001,213.9949,5.722221759988278,75.48769999999999,2.6814959060259564,167.52589999999998,
9,2,12,Daylight,3,13,Miss,6.287227728498468,5.86854331073734,2.2185433107373402,21.930300000000003,213.1931,5.106216727371454,71.0121,2.734698809451748,168.9649,
9,2,12,Daylight,4,14,Miss,10.059361118878275,5.124501045955592,1.4745010459555923,24.7472,204.881,4.9752580610722665,71.77879999999999,2.642522362032633,164.1757,
9,2,12,Daylight,5,15,Miss,12.592606985449844,12.592606985449844,8.942606985449846,5.795600000000003,208.0616,5.193302461962802,76.4573,2.7868633263606237,167.3892,
9,2,12,Daylight,6,16,Miss,9.682307791533995,4.9598703702818625,1.309870370281863,25.511800000000004,210.6691,5.13280951568596,72.9058,2.6103044578200696,168.74489999999997,
9,2,12,Daylight,7,17,Miss,10.339604457134708,8.319975149602314,4.6699751496023145,4.479000000000002,208.9451,5.1837443314055704,73.0325,2.678965148368265,170.4402,
9,2,12,Daylight,8,18,Hit,3.800920037306761,0.4835858868908457,0.0,0.0,207.1171,4.8955050601572205,72.6044,2.715927290426256,166.6033,
9,2,12,Daylight,9,19,Miss,6.618828062429176,5.688105256585884,2.038105256585885,29.116799999999998,207.81519999999998,4.895339252786501,71.637,2.626632623303122,166.44129999999998,
9,2,12,Daylight,10,20,Hit,3.913400319415323,3.022121008497179,0.0,0.0,208.48549999999997,4.966721220305455,76.2484,2.6367469408738873,166.2844,
10,1,13,Darkness,1,1,Miss,4.681342534999969,4.092757443338146,0.4427574433381469,0.0,201.0561,5.312318935008327,76.13489999999999,2.0934529469388097,152.9223,
10,1,13,Darkness,2,2,Miss,13.869604531132099,13.676835424907326,10.026835424907325,10.049800000000001,200.5812,5.362307511435027,80.18279999999999,2.068064888176079,159.8075,
10,1,13,Darkness,3,3,Miss,14.972695009583278,14.327072702056066,10.677072702056066,4.888700000000001,195.73510000000002,5.096952066786582,82.03569999999999,1.9418653241636636,159.54260000000002,
10,1,13,Darkness,4,4,Miss,21.32495228294778,21.32495228294778,17.674952282947782,5.260700000000001,194.00070000000002,4.62873297572395,77.4469,1.5604579167633164,165.0586,
10,1,13,Darkness,5,5,Miss,12.627119398342595,11.550705244702593,7.900705244702594,12.2391,202.26930000000002,4.967123133399999,79.36599999999999,1.7907114260977735,165.2886,
10,1,13,Darkness,6,6,Miss,25.588550531243456,25.588550531243456,21.938550531243457,0.0,199.25340000000003,4.547569681356798,83.54059999999998,2.0226276695044043,171.7233,
10,1,13,Darkness,7,7,Miss,12.176210427715173,12.176210427715173,8.526210427715174,7.014599999999999,202.99280000000002,5.344051843064054,78.184,2.0402294256705384,156.64180000000002,
10,1,13,Darkness,8,8,Miss,16.657329130746014,16.657329130746014,13.007329130746015,6.2754,201.13150000000002,5.406755587142214,82.42939999999999,1.9492863012608663,156.0397,
10,1,13,Darkness,9,9,Miss,25.382465147814145,25.382465147814145,21.732465147814146,3.566299999999999,196.2254,5.7364653505470615,79.09219999999999,2.1903012540549147,149.71110000000002,
10,1,13,Darkness,10,10,Miss,16.836652632278184,16.64253788729351,12.992537887293512,12.957799999999999,193.6132,5.276571939561433,77.6463,1.7746956490621515,151.2269,
10,1,13,Daylight,1,11,Miss,14.948486722407726,14.791261470544017,11.141261470544016,3.4874,199.45129999999997,5.667064804823238,76.23219999999999,1.9503456994758182,150.6622,
10,1,13,Daylight,2,12,Miss,12.905058705406969,11.008737644253314,7.358737644253314,7.164499999999999,196.333,5.266763573134279,77.24600000000002,1.9712888434294547,152.68930000000003,
10,1,13,Daylight,3,13,Miss,4.216494119526305,1.0501318488647025,0.0,0.0,195.05710000000002,5.146691014248919,76.7744,1.9807174498350941,151.8788,
10,1,13,Daylight,4,14,Miss,7.594126752958503,7.1630220382182275,3.513022038218228,3.4028,196.203,5.483366003704378,75.6426,2.121382907169135,148.76620000000003,
10,1,13,Daylight,5,15,Miss,10.526475784895908,10.439785370399143,6.7897853703991435,6.0493,196.00650000000002,5.330567146625255,75.36750000000002,1.9540735439212633,152.74970000000002,
10,1,13,Daylight,6,16,Miss,21.75685629910721,6.143739865912287,2.4937398659122874,0.0,194.958,5.1190019666947615,75.8924,2.2453600224992867,157.9619,
10,1,13,Daylight,7,17,Miss,8.690781995885066,8.001776518373907,4.351776518373907,10.071200000000001,194.4068,5.18113541236813,75.20729999999999,1.9348275615455366,155.57330000000002,
10,1,13,Daylight,8,18,Miss,34.60636991552277,34.60636991552277,30.95636991552277,9.248899999999999,199.7016,6.015624186380652,80.45549999999999,2.2540962331040943,156.60150000000002,
10,1,13,Daylight,9,19,Miss,17.241526016568262,17.241526016568262,13.591526016568263,6.4408,198.16300000000004,4.9451009058706346,81.03780000000002,2.002825784774072,163.48180000000002,
10,1,13,Daylight,10,20,Miss,8.654893753825057,8.654893753825057,5.0048937538250575,0.0,203.7637,5.588416313887049,79.67479999999999,1.999241882200564,156.03650000000002,
10,2,14,Darkness,1,1,Miss,7.466667916815368,7.466667916815368,3.8166679168153683,0.0,204.11459999999997,5.1140922186390085,70.10910000000001,2.3371343508508216,165.3528,22.955699999999993
10,2,14,Darkness,2,2,Miss,15.38157990097246,15.38157990097246,11.73157990097246,0.0,207.69849999999997,5.525943651209129,73.52940000000001,2.6852923027517313,168.2286,21.941100000000006
10,2,14,Darkness,3,3,Miss,14.92090964050114,14.663717303944454,11.013717303944453,10.9787,199.40989999999996,4.751460403541538,69.4279,2.8349871576947048,166.6164,21.91515485477177
10,2,14,Darkness,4,4,Miss,9.649830300062275,7.288179504512771,3.638179504512771,2.580300000000002,198.9178,4.685893246623303,62.25399999999999,2.572216166649876,163.4467,18.326266735112924
10,2,14,Darkness,5,5,Miss,7.2298723294398455,5.795889928216373,2.1458899282163735,4.1642,198.6477,4.396821678731955,58.484200000000016,3.0113099382390573,162.1847,16.260999999999996
10,2,14,Darkness,6,6,Miss,9.275499384399732,9.275499384399732,5.625499384399732,0.0,202.13309999999998,5.146356307679644,66.4922,2.9024770731367315,161.2596,19.14009999999999
10,2,14,Darkness,7,7,Miss,14.055889787914536,14.055889787914536,10.405889787914536,0.0,203.22979999999998,5.2729167574351115,68.20930000000001,2.8547471159550186,166.9452,21.033445222929927
10,2,14,Darkness,8,8,Miss,10.13637816332836,10.104305680748181,6.454305680748182,0.0,203.42049999999998,4.667447369097088,67.5358,3.058924452158101,167.63799999999998,19.637099999999975
10,2,14,Darkness,9,9,Miss,7.643464179284159,6.084097888758859,2.43409788875886,0.0,200.58589999999995,4.3883185384537,65.255,2.9977607501232586,165.5598,19.23190000000001
10,2,14,Darkness,10,10,Miss,8.152863717737466,8.152863717737466,4.502863717737466,1.3590000000000009,206.91639999999998,5.118761585506529,64.46079999999998,3.188034053694798,164.7446,18.271799999999985
10,2,14,Daylight,1,11,Miss,23.40681583300044,23.40681583300044,19.75681583300044,7.622000000000001,204.41809999999998,5.580362289848898,63.37779999999999,3.164769929643571,156.7006,19.754960655737705
10,2,14,Daylight,2,12,Miss,12.459706720464961,12.459706720464961,8.809706720464963,0.0,202.8693,4.8340712958203245,73.50349999999999,3.130934406618718,156.6456,19.98320000000001
10,2,14,Daylight,3,13,Miss,12.165028916118517,12.165028916118517,8.515028916118517,0.0,201.6153,4.932429437527262,69.61119999999998,3.17354932924568,164.36290000000002,17.547799999999995
10,2,14,Daylight,4,14,Miss,31.31222033104648,31.31222033104648,27.66222033104648,0.0,207.248,4.95522083129348,75.86699999999998,3.2765129046680075,129.7681,18.54499948717948
10,2,14,Daylight,5,15,Miss,7.898833367656268,7.898833367656268,4.248833367656268,0.0,199.47119999999998,4.646101838925103,65.0229,3.0998940631588443,164.0431,18.194000000000003
10,2,14,Daylight,6,16,Miss,9.147691477635213,9.147691477635213,5.497691477635214,0.16240000000000077,204.39409999999998,5.037164857531599,65.95469999999999,3.096086566991161,169.1525,18.06819999999999
10,2,14,Daylight,7,17,Hit,4.472827072445361,1.7479782621401678,0.0,0.0,206.81789999999998,4.511928855694337,67.78009999999999,3.0300173807140687,174.0328,22.852800000000016
10,2,14,Daylight,8,18,Miss,11.896588809402472,11.896588809402472,8.246588809402471,5.280600000000001,205.5914,4.750565813946824,65.42800000000001,3.1169137689927133,164.3285,20.23360000000001
10,2,14,Daylight,9,19,Miss,13.306856702091606,13.306856702091606,9.656856702091606,0.0,202.45329999999998,5.199571109936381,67.5192,3.193765847048735,165.8948,20.04849999999999
10,2,14,Daylight,10,20,Miss,10.766057981452645,10.766057981452645,7.116057981452646,0.0,206.98600000000002,4.947920743750696,70.52820000000001,3.2033836957399124,165.299,20.85839999999999
11,1,15,Darkness,1,1,Miss,6.033672999923011,5.6794524577638725,2.029452457763873,16.824600000000004,218.31279999999998,4.840371383688279,83.3569,,180.1073,
11,1,15,Darkness,2,2,Miss,16.6981294161951,16.6981294161951,13.048129416195103,10.9725,218.1659,5.304799380095213,84.99120000000002,,177.4891,48.489599999999996
11,1,15,Darkness,3,3,Miss,10.220083426763212,5.753852419031969,2.10385241903197,0.0,212.13539999999998,4.802712070729183,78.05170000000001,0.0,178.0971,
11,1,15,Darkness,4,4,Miss,9.60451977664681,5.425298639706379,1.7752986397063797,0.0,224.65759999999997,4.941480534604871,75.96079999999998,0.3580727792519182,187.9325,29.036799999999985
11,1,15,Darkness,5,5,Miss,11.313560383893304,11.10537155974531,7.45537155974531,7.4097,224.84519999999998,5.266971222204435,73.4496,0.0,178.62599999999998,
11,1,15,Darkness,6,6,Miss,8.13719898552321,5.923697444164414,2.273697444164415,2.142100000000001,216.01469999999998,5.044811938588763,78.9967,1.3062719947024504,175.265,46.8604
11,1,15,Darkness,7,7,Miss,13.302749792430134,10.662039310094483,7.012039310094484,0.0,224.32019999999997,5.029898475360921,77.31259999999997,,182.9663,44.90140000000001
11,1,15,Darkness,8,8,Miss,7.974187490271337,6.10141212261555,2.451412122615551,2.215700000000001,225.39229999999998,5.098495168891701,75.6549,0.0,181.7456,45.90309999999997
11,1,15,Darkness,9,9,Hit,2.6061823075141994,1.045180855272233,0.0,0.0,226.4975,4.925937666941094,81.2558,,185.4155,44.86699999999999
11,1,15,Darkness,10,10,Miss,8.792852262491394,8.574479289729496,4.924479289729496,4.724500000000002,224.6549,5.280327131836205,78.9649,1.3485548625453154,184.08280000000002,
11,1,15,Daylight,1,11,Miss,16.075049367886873,14.023166948303798,10.373166948303798,0.0,219.25289999999998,4.925774997710476,76.33800000000002,0.8344449990196873,178.51460000000003,45.638999999999996
11,1,15,Daylight,2,12,Miss,14.161394474415282,11.37169259785015,7.72169259785015,7.3615,217.2156,4.913656516809197,78.7141,0.44775052074773086,180.14960000000002,52.042100000000005
11,1,15,Daylight,3,13,Miss,14.383113036474416,5.094239375019595,1.4442393750195954,0.0,217.00039999999998,4.824592919219118,75.4708,1.1174487330053449,179.03500000000003,48.5222
11,1,15,Daylight,4,14,Hit,4.071961907975077,2.1710106322659435,0.0,0.0,221.3441,4.9905047658127755,74.15630000000002,1.1139191682184784,175.4327,50.437100000000015
